"","Y","M","D","Prec"
"24886",1988,2,18,2.00000002980232
"24887",1988,2,19,1.20000001788139
"24888",1988,2,20,0
"24889",1988,2,21,2.20000003278255
"24890",1988,2,22,3.7000000551343
"24891",1988,2,23,3.60000005364418
"24892",1988,2,24,1.20000001788139
"24893",1988,2,25,2.60000003874302
"24894",1988,2,26,1.60000002384186
"24895",1988,2,27,0
"24896",1988,2,28,2.60000003874302
"24897",1988,2,29,1.30000001937151
"24898",1988,3,1,0
"24899",1988,3,2,0
"24900",1988,3,3,0
"24901",1988,3,4,0
"24902",1988,3,5,1.60000002384186
"24903",1988,3,6,1.30000001937151
"24904",1988,3,7,1.50000002235174
"24905",1988,3,8,2.00000002980232
"24906",1988,3,9,0
"24907",1988,3,10,0
"24908",1988,3,11,2.10000003129244
"24909",1988,3,12,2.00000002980232
"24910",1988,3,13,1.40000002086163
"24911",1988,3,14,0
"24912",1988,3,15,2.5000000372529
"24913",1988,3,16,5.50000008195639
"24914",1988,3,17,4.50000006705523
"24915",1988,3,18,0
"24916",1988,3,19,0
"24917",1988,3,20,0
"24918",1988,3,21,0
"24919",1988,3,22,0
"24920",1988,3,23,0
"24921",1988,3,24,0
"24922",1988,3,25,4.30000006407499
"24923",1988,3,26,9.3000001385808
"24924",1988,3,27,0
"24925",1988,3,28,0
"24926",1988,3,29,0
"24927",1988,3,30,0
"24928",1988,3,31,0
"24929",1988,4,1,0
"24930",1988,4,2,0
"24931",1988,4,3,0
"24932",1988,4,4,0
"24933",1988,4,5,0
"24934",1988,4,6,0
"24935",1988,4,7,0
"24936",1988,4,8,1.20000001788139
"24937",1988,4,9,0
"24938",1988,4,10,0
"24939",1988,4,11,0
"24940",1988,4,12,0
"24941",1988,4,13,2.5000000372529
"24942",1988,4,14,0
"24943",1988,4,15,0
"24944",1988,4,16,0
"24945",1988,4,17,0
"24946",1988,4,18,0
"24947",1988,4,19,0
"24948",1988,4,20,0
"24949",1988,4,21,0
"24950",1988,4,22,0
"24951",1988,4,23,0
"24952",1988,4,24,0
"24953",1988,4,25,0
"24954",1988,4,26,0
"24955",1988,4,27,0
"24956",1988,4,28,0
"24957",1988,4,29,0
"24958",1988,4,30,0
"24959",1988,5,1,0
"24960",1988,5,2,0
"24961",1988,5,3,0
"24962",1988,5,4,0
"24963",1988,5,5,0
"24964",1988,5,6,0
"24965",1988,5,7,0
"24966",1988,5,8,0
"24967",1988,5,9,0
"24968",1988,5,10,1.30000001937151
"24969",1988,5,11,2.90000004321337
"24970",1988,5,12,0
"24971",1988,5,13,0
"24972",1988,5,14,0
"24973",1988,5,15,0
"24974",1988,5,16,0
"24975",1988,5,17,0
"24976",1988,5,18,0
"24977",1988,5,19,3.30000004917383
"24978",1988,5,20,1.30000001937151
"24979",1988,5,21,12.3000001832843
"24980",1988,5,22,7.10000010579824
"24981",1988,5,23,0
"24982",1988,5,24,0
"24983",1988,5,25,0
"24984",1988,5,26,0
"24985",1988,5,27,0
"24986",1988,5,28,0
"24987",1988,5,29,0
"24988",1988,5,30,1.60000002384186
"24989",1988,5,31,0
"24990",1988,6,1,0
"24991",1988,6,2,0
"24992",1988,6,3,0
"24993",1988,6,4,0
"24994",1988,6,5,0
"24995",1988,6,6,0
"24996",1988,6,7,0
"24997",1988,6,8,13.1000001952052
"24998",1988,6,9,20.0000002980232
"24999",1988,6,10,6.50000009685755
"25000",1988,6,11,8.00000011920929
"25001",1988,6,12,0
"25002",1988,6,13,0
"25003",1988,6,14,0
"25004",1988,6,15,0
"25005",1988,6,16,0
"25006",1988,6,17,0
"25007",1988,6,18,0
"25008",1988,6,19,0
"25009",1988,6,20,0
"25010",1988,6,21,8.10000012069941
"25011",1988,6,22,7.80000011622906
"25012",1988,6,23,0
"25013",1988,6,24,0
"25014",1988,6,25,13.7000002041459
"25015",1988,6,26,0
"25016",1988,6,27,4.80000007152557
"25017",1988,6,28,10.2000001519918
"25018",1988,6,29,0
"25019",1988,6,30,0
"25020",1988,7,1,0
"25021",1988,7,2,5.30000007897615
"25022",1988,7,3,0
"25023",1988,7,4,0
"25024",1988,7,5,0
"25025",1988,7,6,0
"25026",1988,7,7,0
"25027",1988,7,8,0
"25028",1988,7,9,0
"25029",1988,7,10,0
"25030",1988,7,11,0
"25031",1988,7,12,0
"25032",1988,7,13,0
"25033",1988,7,14,5.40000008046627
"25034",1988,7,15,2.80000004172325
"25035",1988,7,16,7.40000011026859
"25036",1988,7,17,0
"25037",1988,7,18,12.900000192225
"25038",1988,7,19,10.5000001564622
"25039",1988,7,20,0
"25040",1988,7,21,0
"25041",1988,7,22,0
"25042",1988,7,23,0
"25043",1988,7,24,2.5000000372529
"25044",1988,7,25,0
"25045",1988,7,26,0
"25046",1988,7,27,12.3000001832843
"25047",1988,7,28,0
"25048",1988,7,29,0
"25049",1988,7,30,0
"25050",1988,7,31,0
"25051",1988,8,1,0
"25052",1988,8,2,0
"25053",1988,8,3,18.4000002741814
"25054",1988,8,4,0
"25055",1988,8,5,0
"25056",1988,8,6,0
"25057",1988,8,7,0
"25058",1988,8,8,0
"25059",1988,8,9,0
"25060",1988,8,10,0
"25061",1988,8,11,1.30000001937151
"25062",1988,8,12,7.70000011473894
"25063",1988,8,13,0
"25064",1988,8,14,0
"25065",1988,8,15,0
"25066",1988,8,16,0
"25067",1988,8,17,0
"25068",1988,8,18,0
"25069",1988,8,19,0
"25070",1988,8,20,0
"25071",1988,8,21,0
"25072",1988,8,22,9.10000013560057
"25073",1988,8,23,2.10000003129244
"25074",1988,8,24,0
"25075",1988,8,25,0
"25076",1988,8,26,2.80000004172325
"25077",1988,8,27,0
"25078",1988,8,28,0
"25079",1988,8,29,17.5000002607703
"25080",1988,8,30,13.5000002011657
"25081",1988,8,31,0
"25082",1988,9,1,0
"25083",1988,9,2,1.20000001788139
"25084",1988,9,3,0
"25085",1988,9,4,0
"25086",1988,9,5,0
"25087",1988,9,6,0
"25088",1988,9,7,0
"25089",1988,9,8,0
"25090",1988,9,9,0
"25091",1988,9,10,0
"25092",1988,9,11,0
"25093",1988,9,12,0
"25094",1988,9,13,0
"25095",1988,9,14,0
"25096",1988,9,15,1.20000001788139
"25097",1988,9,16,9.10000013560057
"25098",1988,9,17,0
"25099",1988,9,18,1.20000001788139
"25100",1988,9,19,0.900000013411045
"25101",1988,9,20,0
"25102",1988,9,21,0
"25103",1988,9,22,0
"25104",1988,9,23,0
"25105",1988,9,24,0
"25106",1988,9,25,0
"25107",1988,9,26,0
"25108",1988,9,27,0
"25109",1988,9,28,0
"25110",1988,9,29,0
"25111",1988,9,30,0.800000011920929
"25112",1988,10,1,0
"25113",1988,10,2,0
"25114",1988,10,3,0
"25115",1988,10,4,0
"25116",1988,10,5,0
"25117",1988,10,6,1.20000001788139
"25118",1988,10,7,1.00000001490116
"25119",1988,10,8,0
"25120",1988,10,9,0
"25121",1988,10,10,0
"25122",1988,10,11,0
"25123",1988,10,12,0
"25124",1988,10,13,0
"25125",1988,10,14,0
"25126",1988,10,15,0
"25127",1988,10,16,0
"25128",1988,10,17,0
"25129",1988,10,18,0
"25130",1988,10,19,0
"25131",1988,10,20,0
"25132",1988,10,21,0
"25133",1988,10,22,0
"25134",1988,10,23,0
"25135",1988,10,24,1.00000001490116
"25136",1988,10,25,0
"25137",1988,10,26,0
"25138",1988,10,27,0
"25139",1988,10,28,0
"25140",1988,10,29,0
"25141",1988,10,30,0
"25142",1988,10,31,1.00000001490116
"25143",1988,11,1,8.10000012069941
"25144",1988,11,2,1.60000002384186
"25145",1988,11,3,0
"25146",1988,11,4,0
"25147",1988,11,5,0
"25148",1988,11,6,1.30000001937151
"25149",1988,11,7,2.20000003278255
"25150",1988,11,8,0
"25151",1988,11,9,0
"25152",1988,11,10,0
"25153",1988,11,11,0
"25154",1988,11,12,2.70000004023314
"25155",1988,11,13,11.0000001639128
"25156",1988,11,14,1.80000002682209
"25157",1988,11,15,0
"25158",1988,11,16,0
"25159",1988,11,17,0
"25160",1988,11,18,4.20000006258488
"25161",1988,11,19,0
"25162",1988,11,20,0
"25163",1988,11,21,1.40000002086163
"25164",1988,11,22,0
"25165",1988,11,23,0
"25166",1988,11,24,1.40000002086163
"25167",1988,11,25,0
"25168",1988,11,26,0
"25169",1988,11,27,1.30000001937151
"25170",1988,11,28,4.30000006407499
"25171",1988,11,29,3.40000005066395
"25172",1988,11,30,0
"25173",1988,12,1,0
"25174",1988,12,2,0
"25175",1988,12,3,0.900000013411045
"25176",1988,12,4,1.90000002831221
"25177",1988,12,5,3.1000000461936
"25178",1988,12,6,1.20000001788139
"25179",1988,12,7,1.60000002384186
"25180",1988,12,8,3.50000005215406
"25181",1988,12,9,1.70000002533197
"25182",1988,12,10,1.30000001937151
"25183",1988,12,11,7.20000010728836
"25184",1988,12,12,2.90000004321337
"25185",1988,12,13,0
"25186",1988,12,14,1.30000001937151
"25187",1988,12,15,0
"25188",1988,12,16,0
"25189",1988,12,17,0
"25190",1988,12,18,0
"25191",1988,12,19,2.80000004172325
"25192",1988,12,20,0
"25193",1988,12,21,0
"25194",1988,12,22,0.700000010430813
"25195",1988,12,23,2.90000004321337
"25196",1988,12,24,4.60000006854534
"25197",1988,12,25,1.00000001490116
"25198",1988,12,26,2.10000003129244
"25199",1988,12,27,1.60000002384186
"25200",1988,12,28,0
"25201",1988,12,29,0
"25202",1988,12,30,0
"25203",1988,12,31,0
"25204",1989,1,1,0
"25205",1989,1,2,0
"25206",1989,1,3,0
"25207",1989,1,4,0
"25208",1989,1,5,0
"25209",1989,1,6,0.800000011920929
"25210",1989,1,7,1.50000002235174
"25211",1989,1,8,1.30000001937151
"25212",1989,1,9,0
"25213",1989,1,10,4.80000007152557
"25214",1989,1,11,0
"25215",1989,1,12,0
"25216",1989,1,13,0
"25217",1989,1,14,0
"25218",1989,1,15,0
"25219",1989,1,16,0
"25220",1989,1,17,0
"25221",1989,1,18,3.00000004470348
"25222",1989,1,19,0
"25223",1989,1,20,0
"25224",1989,1,21,0
"25225",1989,1,22,0
"25226",1989,1,23,0
"25227",1989,1,24,0
"25228",1989,1,25,0
"25229",1989,1,26,0
"25230",1989,1,27,0
"25231",1989,1,28,0
"25232",1989,1,29,0
"25233",1989,1,30,0
"25234",1989,1,31,1.20000001788139
"25235",1989,2,1,0
"25236",1989,2,2,0
"25237",1989,2,3,0
"25238",1989,2,4,0
"25239",1989,2,5,1.00000001490116
"25240",1989,2,6,0.700000010430813
"25241",1989,2,7,0
"25242",1989,2,8,0
"25243",1989,2,9,0
"25244",1989,2,10,0
"25245",1989,2,11,0
"25246",1989,2,12,0
"25247",1989,2,13,0
"25248",1989,2,14,1.20000001788139
"25249",1989,2,15,2.80000004172325
"25250",1989,2,16,1.20000001788139
"25251",1989,2,17,0
"25252",1989,2,18,0
"25253",1989,2,19,4.00000005960464
"25254",1989,2,20,3.80000005662441
"25255",1989,2,21,0
"25256",1989,2,22,0
"25257",1989,2,23,0
"25258",1989,2,24,0
"25259",1989,2,25,0
"25260",1989,2,26,2.30000003427267
"25261",1989,2,27,0
"25262",1989,2,28,1.40000002086163
"25263",1989,3,1,0
"25264",1989,3,2,0
"25265",1989,3,3,0
"25266",1989,3,4,0
"25267",1989,3,5,0
"25268",1989,3,6,0
"25269",1989,3,7,0
"25270",1989,3,8,0
"25271",1989,3,9,0
"25272",1989,3,10,0
"25273",1989,3,11,5.20000007748604
"25274",1989,3,12,1.10000001639128
"25275",1989,3,13,0
"25276",1989,3,14,0
"25277",1989,3,15,1.50000002235174
"25278",1989,3,16,1.40000002086163
"25279",1989,3,17,0
"25280",1989,3,18,0
"25281",1989,3,19,0
"25282",1989,3,20,0
"25283",1989,3,21,0
"25284",1989,3,22,0
"25285",1989,3,23,1.00000001490116
"25286",1989,3,24,0
"25287",1989,3,25,1.30000001937151
"25288",1989,3,26,0
"25289",1989,3,27,0
"25290",1989,3,28,0
"25291",1989,3,29,0
"25292",1989,3,30,0
"25293",1989,3,31,1.60000002384186
"25294",1989,4,1,5.90000008791685
"25295",1989,4,2,0
"25296",1989,4,3,0
"25297",1989,4,4,0
"25298",1989,4,5,1.20000001788139
"25299",1989,4,6,0
"25300",1989,4,7,0
"25301",1989,4,8,0
"25302",1989,4,9,6.70000009983778
"25303",1989,4,10,0
"25304",1989,4,11,0
"25305",1989,4,12,0
"25306",1989,4,13,0
"25307",1989,4,14,0
"25308",1989,4,15,0
"25309",1989,4,16,0
"25310",1989,4,17,21.8000003248453
"25311",1989,4,18,0
"25312",1989,4,19,0
"25313",1989,4,20,3.7000000551343
"25314",1989,4,21,0
"25315",1989,4,22,0
"25316",1989,4,23,0
"25317",1989,4,24,0
"25318",1989,4,25,0
"25319",1989,4,26,0
"25320",1989,4,27,2.00000002980232
"25321",1989,4,28,5.80000008642673
"25322",1989,4,29,2.80000004172325
"25323",1989,4,30,0
"25324",1989,5,1,0
"25325",1989,5,2,0
"25326",1989,5,3,0
"25327",1989,5,4,0
"25328",1989,5,5,0
"25329",1989,5,6,4.70000007003546
"25330",1989,5,7,1.10000001639128
"25331",1989,5,8,0
"25332",1989,5,9,0
"25333",1989,5,10,7.40000011026859
"25334",1989,5,11,0
"25335",1989,5,12,0
"25336",1989,5,13,4.00000005960464
"25337",1989,5,14,0
"25338",1989,5,15,0
"25339",1989,5,16,0
"25340",1989,5,17,0
"25341",1989,5,18,0
"25342",1989,5,19,0
"25343",1989,5,20,0
"25344",1989,5,21,0
"25345",1989,5,22,0
"25346",1989,5,23,0
"25347",1989,5,24,0
"25348",1989,5,25,0
"25349",1989,5,26,0
"25350",1989,5,27,0
"25351",1989,5,28,0
"25352",1989,5,29,0
"25353",1989,5,30,3.30000004917383
"25354",1989,5,31,3.00000004470348
"25355",1989,6,1,0
"25356",1989,6,2,22.1000003293157
"25357",1989,6,3,23.7000003531575
"25358",1989,6,4,5.30000007897615
"25359",1989,6,5,0
"25360",1989,6,6,1.90000002831221
"25361",1989,6,7,21.9000003263354
"25362",1989,6,8,1.70000002533197
"25363",1989,6,9,0
"25364",1989,6,10,0
"25365",1989,6,11,0
"25366",1989,6,12,8.90000013262033
"25367",1989,6,13,1.00000001490116
"25368",1989,6,14,0
"25369",1989,6,15,0
"25370",1989,6,16,2.60000003874302
"25371",1989,6,17,2.5000000372529
"25372",1989,6,18,0
"25373",1989,6,19,9.80000014603138
"25374",1989,6,20,1.50000002235174
"25375",1989,6,21,0
"25376",1989,6,22,0
"25377",1989,6,23,0
"25378",1989,6,24,0
"25379",1989,6,25,0
"25380",1989,6,26,0
"25381",1989,6,27,0
"25382",1989,6,28,0
"25383",1989,6,29,3.20000004768372
"25384",1989,6,30,0.900000013411045
"25385",1989,7,1,0
"25386",1989,7,2,3.00000004470348
"25387",1989,7,3,0
"25388",1989,7,4,0
"25389",1989,7,5,0
"25390",1989,7,6,0
"25391",1989,7,7,0
"25392",1989,7,8,0
"25393",1989,7,9,1.80000002682209
"25394",1989,7,10,0
"25395",1989,7,11,0
"25396",1989,7,12,0
"25397",1989,7,13,0
"25398",1989,7,14,0
"25399",1989,7,15,0.700000010430813
"25400",1989,7,16,0
"25401",1989,7,17,1.90000002831221
"25402",1989,7,18,4.30000006407499
"25403",1989,7,19,14.7000002190471
"25404",1989,7,20,10.300000153482
"25405",1989,7,21,0
"25406",1989,7,22,0
"25407",1989,7,23,0
"25408",1989,7,24,0
"25409",1989,7,25,0
"25410",1989,7,26,0
"25411",1989,7,27,0
"25412",1989,7,28,0
"25413",1989,7,29,7.00000010430813
"25414",1989,7,30,0
"25415",1989,7,31,0
"25416",1989,8,1,0
"25417",1989,8,2,0
"25418",1989,8,3,2.20000003278255
"25419",1989,8,4,1.10000001639128
"25420",1989,8,5,0
"25421",1989,8,6,0
"25422",1989,8,7,0
"25423",1989,8,8,5.10000007599592
"25424",1989,8,9,1.50000002235174
"25425",1989,8,10,0
"25426",1989,8,11,0
"25427",1989,8,12,0
"25428",1989,8,13,0
"25429",1989,8,14,0
"25430",1989,8,15,0
"25431",1989,8,16,0
"25432",1989,8,17,6.00000008940697
"25433",1989,8,18,3.80000005662441
"25434",1989,8,19,0
"25435",1989,8,20,0
"25436",1989,8,21,0
"25437",1989,8,22,0
"25438",1989,8,23,0
"25439",1989,8,24,0
"25440",1989,8,25,6.50000009685755
"25441",1989,8,26,0
"25442",1989,8,27,0
"25443",1989,8,28,18.2000002712011
"25444",1989,8,29,1.90000002831221
"25445",1989,8,30,0
"25446",1989,8,31,0
"25447",1989,9,1,0
"25448",1989,9,2,0
"25449",1989,9,3,1.50000002235174
"25450",1989,9,4,2.10000003129244
"25451",1989,9,5,0
"25452",1989,9,6,0
"25453",1989,9,7,0
"25454",1989,9,8,0
"25455",1989,9,9,0
"25456",1989,9,10,0
"25457",1989,9,11,0
"25458",1989,9,12,0
"25459",1989,9,13,0
"25460",1989,9,14,2.60000003874302
"25461",1989,9,15,15.0000002235174
"25462",1989,9,16,0
"25463",1989,9,17,0
"25464",1989,9,18,0
"25465",1989,9,19,0
"25466",1989,9,20,0
"25467",1989,9,21,0
"25468",1989,9,22,0
"25469",1989,9,23,0
"25470",1989,9,24,0
"25471",1989,9,25,0
"25472",1989,9,26,0
"25473",1989,9,27,0
"25474",1989,9,28,0
"25475",1989,9,29,1.20000001788139
"25476",1989,9,30,3.60000005364418
"25477",1989,10,1,0
"25478",1989,10,2,5.00000007450581
"25479",1989,10,3,0
"25480",1989,10,4,0
"25481",1989,10,5,0
"25482",1989,10,6,1.60000002384186
"25483",1989,10,7,6.00000008940697
"25484",1989,10,8,0
"25485",1989,10,9,5.10000007599592
"25486",1989,10,10,0
"25487",1989,10,11,2.30000003427267
"25488",1989,10,12,2.5000000372529
"25489",1989,10,13,2.10000003129244
"25490",1989,10,14,1.80000002682209
"25491",1989,10,15,0
"25492",1989,10,16,0
"25493",1989,10,17,0
"25494",1989,10,18,0
"25495",1989,10,19,0
"25496",1989,10,20,0
"25497",1989,10,21,0
"25498",1989,10,22,0
"25499",1989,10,23,0
"25500",1989,10,24,0
"25501",1989,10,25,0
"25502",1989,10,26,0
"25503",1989,10,27,0
"25504",1989,10,28,0
"25505",1989,10,29,1.80000002682209
"25506",1989,10,30,3.80000005662441
"25507",1989,10,31,3.7000000551343
"25508",1989,11,1,0
"25509",1989,11,2,4.20000006258488
"25510",1989,11,3,0
"25511",1989,11,4,3.1000000461936
"25512",1989,11,5,5.10000007599592
"25513",1989,11,6,0
"25514",1989,11,7,2.30000003427267
"25515",1989,11,8,0.800000011920929
"25516",1989,11,9,0
"25517",1989,11,10,0
"25518",1989,11,11,0
"25519",1989,11,12,0
"25520",1989,11,13,0
"25521",1989,11,14,0.800000011920929
"25522",1989,11,15,3.7000000551343
"25523",1989,11,16,0
"25524",1989,11,17,0
"25525",1989,11,18,0
"25526",1989,11,19,0
"25527",1989,11,20,0
"25528",1989,11,21,0
"25529",1989,11,22,5.30000007897615
"25530",1989,11,23,0
"25531",1989,11,24,3.30000004917383
"25532",1989,11,25,0
"25533",1989,11,26,1.00000001490116
"25534",1989,11,27,2.40000003576279
"25535",1989,11,28,0
"25536",1989,11,29,0
"25537",1989,11,30,0
"25538",1989,12,1,0
"25539",1989,12,2,0
"25540",1989,12,3,0
"25541",1989,12,4,0
"25542",1989,12,5,0
"25543",1989,12,6,2.5000000372529
"25544",1989,12,7,1.00000001490116
"25545",1989,12,8,2.70000004023314
"25546",1989,12,9,0
"25547",1989,12,10,0
"25548",1989,12,11,1.30000001937151
"25549",1989,12,12,0
"25550",1989,12,13,4.00000005960464
"25551",1989,12,14,7.70000011473894
"25552",1989,12,15,3.50000005215406
"25553",1989,12,16,0
"25554",1989,12,17,1.30000001937151
"25555",1989,12,18,0
"25556",1989,12,19,2.70000004023314
"25557",1989,12,20,1.40000002086163
"25558",1989,12,21,3.50000005215406
"25559",1989,12,22,3.40000005066395
"25560",1989,12,23,2.20000003278255
"25561",1989,12,24,0
"25562",1989,12,25,0
"25563",1989,12,26,0
"25564",1989,12,27,0
"25565",1989,12,28,0
"25566",1989,12,29,0
"25567",1989,12,30,0
"25568",1989,12,31,0
"25569",1990,1,1,0
"25570",1990,1,2,0
"25571",1990,1,3,0
"25572",1990,1,4,0
"25573",1990,1,5,0
"25574",1990,1,6,0
"25575",1990,1,7,0
"25576",1990,1,8,0
"25577",1990,1,9,0
"25578",1990,1,10,0
"25579",1990,1,11,0
"25580",1990,1,12,0
"25581",1990,1,13,0
"25582",1990,1,14,0
"25583",1990,1,15,1.20000001788139
"25584",1990,1,16,0
"25585",1990,1,17,0
"25586",1990,1,18,0
"25587",1990,1,19,0
"25588",1990,1,20,2.5000000372529
"25589",1990,1,21,0
"25590",1990,1,22,0
"25591",1990,1,23,0
"25592",1990,1,24,0
"25593",1990,1,25,1.60000002384186
"25594",1990,1,26,0
"25595",1990,1,27,0
"25596",1990,1,28,1.60000002384186
"25597",1990,1,29,0
"25598",1990,1,30,0
"25599",1990,1,31,0
"25600",1990,2,1,0
"25601",1990,2,2,1.20000001788139
"25602",1990,2,3,0
"25603",1990,2,4,1.20000001788139
"25604",1990,2,5,0
"25605",1990,2,6,0
"25606",1990,2,7,0
"25607",1990,2,8,0
"25608",1990,2,9,0
"25609",1990,2,10,0
"25610",1990,2,11,3.50000005215406
"25611",1990,2,12,0
"25612",1990,2,13,3.80000005662441
"25613",1990,2,14,0
"25614",1990,2,15,0
"25615",1990,2,16,0
"25616",1990,2,17,0
"25617",1990,2,18,3.90000005811453
"25618",1990,2,19,0
"25619",1990,2,20,0
"25620",1990,2,21,0
"25621",1990,2,22,0
"25622",1990,2,23,0
"25623",1990,2,24,0
"25624",1990,2,25,0
"25625",1990,2,26,3.50000005215406
"25626",1990,2,27,1.20000001788139
"25627",1990,2,28,3.30000004917383
"25628",1990,3,1,5.10000007599592
"25629",1990,3,2,0
"25630",1990,3,3,0
"25631",1990,3,4,1.10000001639128
"25632",1990,3,5,0.800000011920929
"25633",1990,3,6,8.00000011920929
"25634",1990,3,7,0
"25635",1990,3,8,0
"25636",1990,3,9,3.1000000461936
"25637",1990,3,10,3.60000005364418
"25638",1990,3,11,1.40000002086163
"25639",1990,3,12,0
"25640",1990,3,13,0
"25641",1990,3,14,0
"25642",1990,3,15,0
"25643",1990,3,16,0
"25644",1990,3,17,0
"25645",1990,3,18,0
"25646",1990,3,19,0
"25647",1990,3,20,0
"25648",1990,3,21,0
"25649",1990,3,22,0
"25650",1990,3,23,0
"25651",1990,3,24,0
"25652",1990,3,25,0
"25653",1990,3,26,0
"25654",1990,3,27,0.600000008940697
"25655",1990,3,28,0
"25656",1990,3,29,0
"25657",1990,3,30,0
"25658",1990,3,31,0
"25659",1990,4,1,0
"25660",1990,4,2,0
"25661",1990,4,3,0.900000013411045
"25662",1990,4,4,2.20000003278255
"25663",1990,4,5,0
"25664",1990,4,6,2.80000004172325
"25665",1990,4,7,0
"25666",1990,4,8,0
"25667",1990,4,9,0
"25668",1990,4,10,0
"25669",1990,4,11,0
"25670",1990,4,12,0
"25671",1990,4,13,0
"25672",1990,4,14,0
"25673",1990,4,15,0
"25674",1990,4,16,0
"25675",1990,4,17,0
"25676",1990,4,18,2.5000000372529
"25677",1990,4,19,1.30000001937151
"25678",1990,4,20,0
"25679",1990,4,21,0
"25680",1990,4,22,0
"25681",1990,4,23,6.40000009536743
"25682",1990,4,24,11.8000001758337
"25683",1990,4,25,0
"25684",1990,4,26,0
"25685",1990,4,27,2.30000003427267
"25686",1990,4,28,9.3000001385808
"25687",1990,4,29,0
"25688",1990,4,30,1.20000001788139
"25689",1990,5,1,0
"25690",1990,5,2,0
"25691",1990,5,3,0
"25692",1990,5,4,0
"25693",1990,5,5,0
"25694",1990,5,6,0
"25695",1990,5,7,0
"25696",1990,5,8,0
"25697",1990,5,9,0
"25698",1990,5,10,0
"25699",1990,5,11,0
"25700",1990,5,12,0
"25701",1990,5,13,0
"25702",1990,5,14,5.6000000834465
"25703",1990,5,15,0
"25704",1990,5,16,3.40000005066395
"25705",1990,5,17,4.20000006258488
"25706",1990,5,18,2.60000003874302
"25707",1990,5,19,0
"25708",1990,5,20,0
"25709",1990,5,21,0
"25710",1990,5,22,1.20000001788139
"25711",1990,5,23,0
"25712",1990,5,24,0
"25713",1990,5,25,0
"25714",1990,5,26,0
"25715",1990,5,27,0
"25716",1990,5,28,0
"25717",1990,5,29,2.70000004023314
"25718",1990,5,30,1.20000001788139
"25719",1990,5,31,0
"25720",1990,6,1,0
"25721",1990,6,2,0
"25722",1990,6,3,0
"25723",1990,6,4,0
"25724",1990,6,5,0
"25725",1990,6,6,0
"25726",1990,6,7,0
"25727",1990,6,8,0
"25728",1990,6,9,6.2000000923872
"25729",1990,6,10,0
"25730",1990,6,11,0
"25731",1990,6,12,1.20000001788139
"25732",1990,6,13,0
"25733",1990,6,14,1.40000002086163
"25734",1990,6,15,0
"25735",1990,6,16,0
"25736",1990,6,17,0
"25737",1990,6,18,0
"25738",1990,6,19,0
"25739",1990,6,20,0
"25740",1990,6,21,3.40000005066395
"25741",1990,6,22,0
"25742",1990,6,23,11.8000001758337
"25743",1990,6,24,2.80000004172325
"25744",1990,6,25,0
"25745",1990,6,26,0
"25746",1990,6,27,0
"25747",1990,6,28,1.80000002682209
"25748",1990,6,29,0
"25749",1990,6,30,9.80000014603138
"25750",1990,7,1,4.30000006407499
"25751",1990,7,2,4.70000007003546
"25752",1990,7,3,0.800000011920929
"25753",1990,7,4,13.800000205636
"25754",1990,7,5,0
"25755",1990,7,6,5.70000008493662
"25756",1990,7,7,2.00000002980232
"25757",1990,7,8,0
"25758",1990,7,9,1.20000001788139
"25759",1990,7,10,0
"25760",1990,7,11,0
"25761",1990,7,12,0
"25762",1990,7,13,0
"25763",1990,7,14,6.40000009536743
"25764",1990,7,15,0
"25765",1990,7,16,0
"25766",1990,7,17,4.40000006556511
"25767",1990,7,18,11.1000001654029
"25768",1990,7,19,3.90000005811453
"25769",1990,7,20,0
"25770",1990,7,21,2.90000004321337
"25771",1990,7,22,0
"25772",1990,7,23,0
"25773",1990,7,24,2.20000003278255
"25774",1990,7,25,0
"25775",1990,7,26,0
"25776",1990,7,27,0
"25777",1990,7,28,0
"25778",1990,7,29,0
"25779",1990,7,30,0
"25780",1990,7,31,0
"25781",1990,8,1,0
"25782",1990,8,2,0
"25783",1990,8,3,0
"25784",1990,8,4,0
"25785",1990,8,5,0
"25786",1990,8,6,4.50000006705523
"25787",1990,8,7,13.1000001952052
"25788",1990,8,8,1.60000002384186
"25789",1990,8,9,0
"25790",1990,8,10,0
"25791",1990,8,11,0.800000011920929
"25792",1990,8,12,10.9000001624227
"25793",1990,8,13,0
"25794",1990,8,14,2.40000003576279
"25795",1990,8,15,3.50000005215406
"25796",1990,8,16,0
"25797",1990,8,17,0
"25798",1990,8,18,0
"25799",1990,8,19,8.00000011920929
"25800",1990,8,20,6.90000010281801
"25801",1990,8,21,8.7000001296401
"25802",1990,8,22,3.40000005066395
"25803",1990,8,23,0.800000011920929
"25804",1990,8,24,0
"25805",1990,8,25,0
"25806",1990,8,26,0
"25807",1990,8,27,0
"25808",1990,8,28,0
"25809",1990,8,29,0
"25810",1990,8,30,0
"25811",1990,8,31,0
"25812",1990,9,1,0
"25813",1990,9,2,15.7000002339482
"25814",1990,9,3,2.20000003278255
"25815",1990,9,4,0
"25816",1990,9,5,2.5000000372529
"25817",1990,9,6,0
"25818",1990,9,7,6.30000009387732
"25819",1990,9,8,5.10000007599592
"25820",1990,9,9,4.10000006109476
"25821",1990,9,10,5.90000008791685
"25822",1990,9,11,0
"25823",1990,9,12,0
"25824",1990,9,13,1.00000001490116
"25825",1990,9,14,0
"25826",1990,9,15,8.00000011920929
"25827",1990,9,16,1.90000002831221
"25828",1990,9,17,0
"25829",1990,9,18,0
